Time	Vin
-0.0026	1.64672
-0.0026	1.64578
-0.0026	1.64734
-0.0026	1.64781
-0.0026	1.64813
-0.0026	1.64828
-0.0026	1.64734
-0.0026	1.64656
-0.0026	1.64578
-0.0026	1.64625
-0.0026	1.6475
-0.0026	1.64813
-0.0026	1.64984
-0.0026	1.65141
-0.0026	1.65141
-0.0026	1.65141
-0.0026	1.65109
-0.0026	1.65219
-0.0025	1.65313
-0.0025	1.65437
-0.0025	1.65422
-0.0025	1.65437
-0.0025	1.65437
-0.0025	1.65484
-0.0025	1.65625
-0.0025	1.65922
-0.0025	1.65844
-0.0025	1.65953
-0.0025	1.66047
-0.0025	1.66203
-0.0025	1.66172
-0.0025	1.66234
-0.0025	1.66125
-0.0025	1.66172
-0.0025	1.66203
-0.0025	1.66203
-0.0025	1.66328
-0.0025	1.66328
-0.0025	1.66406
-0.0025	1.66359
-0.0025	1.66484
-0.0025	1.66688
-0.0025	1.66766
-0.0024	1.66781
-0.0024	1.66688
-0.0024	1.66641
-0.0024	1.66812
-0.0024	1.66688
-0.0024	1.66609
-0.0024	1.66703
-0.0024	1.66844
-0.0024	1.66906
-0.0024	1.67094
-0.0024	1.67188
-0.0024	1.67094
-0.0024	1.67063
-0.0024	1.67047
-0.0024	1.67063
-0.0024	1.67141
-0.0024	1.67219
-0.0024	1.67344
-0.0024	1.67344
-0.0024	1.675
-0.0024	1.67578
-0.0024	1.67656
-0.0024	1.67547
-0.0024	1.67547
-0.0024	1.67469
-0.0023	1.675
-0.0023	1.67469
-0.0023	1.67672
-0.0023	1.67781
-0.0023	1.67656
-0.0023	1.67797
-0.0023	1.67828
-0.0023	1.67859
-0.0023	1.68
-0.0023	1.67922
-0.0023	1.67906
-0.0023	1.67984
-0.0023	1.67922
-0.0023	1.68063
-0.0023	1.68188
-0.0023	1.68313
-0.0023	1.68281
-0.0023	1.68469
-0.0023	1.68484
-0.0023	1.68484
-0.0023	1.68516
-0.0023	1.68641
-0.0023	1.68688
-0.0023	1.68594
-0.0023	1.68672
-0.0022	1.68438
-0.0022	1.68609
-0.0022	1.68641
-0.0022	1.68562
-0.0022	1.68688
-0.0022	1.68594
-0.0022	1.68797
-0.0022	1.68875
-0.0022	1.68922
-0.0022	1.68969
-0.0022	1.69094
-0.0022	1.69078
-0.0022	1.69047
-0.0022	1.69172
-0.0022	1.69328
-0.0022	1.69453
-0.0022	1.69484
-0.0022	1.69656
-0.0022	1.69578
-0.0022	1.69688
-0.0022	1.6975
-0.0022	1.69656
-0.0022	1.69625
-0.0022	1.69703
-0.0022	1.69734
-0.0021	1.69734
-0.0021	1.6975
-0.0021	1.69891
-0.0021	1.69937
-0.0021	1.70063
-0.0021	1.70156
-0.0021	1.70422
-0.0021	1.70547
-0.0021	1.70438
-0.0021	1.705
-0.0021	1.70563
-0.0021	1.70563
-0.0021	1.70641
-0.0021	1.70828
-0.0021	1.70844
-0.0021	1.70844
-0.0021	1.71
-0.0021	1.70906
-0.0021	1.70953
-0.0021	1.70875
-0.0021	1.70969
-0.0021	1.70906
-0.0021	1.70641
-0.0021	1.70828
-0.0021	1.71125
-0.002	1.71281
-0.002	1.7125
-0.002	1.71156
-0.002	1.71438
-0.002	1.71359
-0.002	1.71453
-0.002	1.71516
-0.002	1.71656
-0.002	1.71453
-0.002	1.71531
-0.002	1.71813
-0.002	1.71781
-0.002	1.71734
-0.002	1.71813
-0.002	1.71656
-0.002	1.71687
-0.002	1.71891
-0.002	1.71922
-0.002	1.71859
-0.002	1.71781
-0.002	1.71781
-0.002	1.71781
-0.002	1.72125
-0.002	1.72094
-0.002	1.72328
-0.0019	1.72578
-0.0019	1.72578
-0.0019	1.7275
-0.0019	1.72734
-0.0019	1.72828
-0.0019	1.72797
-0.0019	1.72781
-0.0019	1.72828
-0.0019	1.72984
-0.0019	1.72875
-0.0019	1.7275
-0.0019	1.73
-0.0019	1.73078
-0.0019	1.73156
-0.0019	1.73203
-0.0019	1.73141
-0.0019	1.73203
-0.0019	1.73391
-0.0019	1.73313
-0.0019	1.73266
-0.0019	1.73109
-0.0019	1.73234
-0.0019	1.73359
-0.0019	1.73516
-0.0019	1.73672
-0.0018	1.73813
-0.0018	1.73484
-0.0018	1.73469
-0.0018	1.73406
-0.0018	1.73406
-0.0018	1.73766
-0.0018	1.73813
-0.0018	1.73922
-0.0018	1.73969
-0.0018	1.74078
-0.0018	1.74047
-0.0018	1.73922
-0.0018	1.74094
-0.0018	1.74094
-0.0018	1.73969
-0.0018	1.74
-0.0018	1.74203
-0.0018	1.7425
-0.0018	1.74375
-0.0018	1.74453
-0.0018	1.74531
-0.0018	1.74563
-0.0018	1.74734
-0.0018	1.74625
-0.0018	1.74703
-0.0017	1.74781
-0.0017	1.74859
-0.0017	1.74906
-0.0017	1.75016
-0.0017	1.75016
-0.0017	1.75094
-0.0017	1.74969
-0.0017	1.75031
-0.0017	1.75172
-0.0017	1.75063
-0.0017	1.75109
-0.0017	1.75344
-0.0017	1.75719
-0.0017	1.75828
-0.0017	1.75625
-0.0017	1.75469
-0.0017	1.75266
-0.0017	1.75297
-0.0017	1.75516
-0.0017	1.75516
-0.0017	1.7575
-0.0017	1.75828
-0.0017	1.75781
-0.0017	1.7575
-0.0017	1.75641
-0.0016	1.75672
-0.0016	1.75906
-0.0016	1.75984
-0.0016	1.75922
-0.0016	1.75984
-0.0016	1.76187
-0.0016	1.76156
-0.0016	1.75984
-0.0016	1.75953
-0.0016	1.76187
-0.0016	1.76187
-0.0016	1.76234
-0.0016	1.76406
-0.0016	1.7625
-0.0016	1.76391
-0.0016	1.7625
-0.0016	1.76234
-0.0016	1.76313
-0.0016	1.76516
-0.0016	1.76453
-0.0016	1.76562
-0.0016	1.76844
-0.0016	1.76969
-0.0016	1.77016
-0.0016	1.77094
-0.0015	1.77266
-0.0015	1.77141
-0.0015	1.77141
-0.0015	1.77047
-0.0015	1.76969
-0.0015	1.77328
-0.0015	1.77406
-0.0015	1.77344
-0.0015	1.77609
-0.0015	1.77734
-0.0015	1.77547
-0.0015	1.77469
-0.0015	1.77469
-0.0015	1.77578
-0.0015	1.77625
-0.0015	1.77937
-0.0015	1.77906
-0.0015	1.78016
-0.0015	1.78063
-0.0015	1.77875
-0.0015	1.77953
-0.0015	1.78031
-0.0015	1.77953
-0.0015	1.78078
-0.0015	1.78063
-0.0014	1.78109
-0.0014	1.78078
-0.0014	1.78141
-0.0014	1.78391
-0.0014	1.78391
-0.0014	1.78313
-0.0014	1.78359
-0.0014	1.78625
-0.0014	1.78547
-0.0014	1.78391
-0.0014	1.78188
-0.0014	1.78391
-0.0014	1.78641
-0.0014	1.78594
-0.0014	1.78797
-0.0014	1.78672
-0.0014	1.78797
-0.0014	1.78688
-0.0014	1.7875
-0.0014	1.79078
-0.0014	1.79328
-0.0014	1.79281
-0.0014	1.79078
-0.0014	1.79125
-0.0014	1.7925
-0.0013	1.7925
-0.0013	1.79406
-0.0013	1.79281
-0.0013	1.79375
-0.0013	1.79563
-0.0013	1.79781
-0.0013	1.79859
-0.0013	1.79688
-0.0013	1.79453
-0.0013	1.79453
-0.0013	1.79641
-0.0013	1.79531
-0.0013	1.79375
-0.0013	1.79438
-0.0013	1.79563
-0.0013	1.79891
-0.0013	1.79906
-0.0013	1.79781
-0.0013	1.79844
-0.0013	1.80109
-0.0013	1.80219
-0.0013	1.80313
-0.0013	1.80422
-0.0013	1.80422
-0.0013	1.80469
-0.0012	1.80453
-0.0012	1.80578
-0.0012	1.80344
-0.0012	1.80344
-0.0012	1.80422
-0.0012	1.80625
-0.0012	1.80797
-0.0012	1.80828
-0.0012	1.8075
-0.0012	1.80781
-0.0012	1.80859
-0.0012	1.81062
-0.0012	1.81031
-0.0012	1.81031
-0.0012	1.80984
-0.0012	1.81
-0.0012	1.81078
-0.0012	1.81313
-0.0012	1.81516
-0.0012	1.81531
-0.0012	1.81594
-0.0012	1.81562
-0.0012	1.81562
-0.0012	1.81531
-0.0012	1.81484
-0.0011	1.81609
-0.0011	1.81766
-0.0011	1.81922
-0.0011	1.81937
-0.0011	1.82344
-0.0011	1.82078
-0.0011	1.81891
-0.0011	1.81922
-0.0011	1.82094
-0.0011	1.82094
-0.0011	1.82078
-0.0011	1.82375
-0.0011	1.82656
-0.0011	1.82703
-0.0011	1.82453
-0.0011	1.82344
-0.0011	1.82406
-0.0011	1.82344
-0.0011	1.82328
-0.0011	1.82531
-0.0011	1.825
-0.0011	1.82656
-0.0011	1.82625
-0.0011	1.82625
-0.0011	1.82891
-0.001	1.82984
-0.001	1.83016
-0.001	1.82891
-0.001	1.83063
-0.001	1.83109
-0.001	1.83234
-0.001	1.83234
-0.001	1.83344
-0.001	1.835
-0.001	1.83469
-0.001	1.835
-0.001	1.83625
-0.001	1.83672
-0.001	1.83844
-0.001	1.83766
-0.001	1.83969
-0.001	1.84047
-0.001	1.83844
-0.001	1.83672
-0.001	1.83672
-0.001	1.83625
-0.001	1.83828
-0.001	1.83969
-0.001	1.84047
-0.001	1.84156
-0.0009	1.84
-0.0009	1.84
-0.0009	1.84078
-0.0009	1.84125
-0.0009	1.84109
-0.0009	1.84203
-0.0009	1.84125
-0.0009	1.84438
-0.0009	1.84438
-0.0009	1.84234
-0.0009	1.84203
-0.0009	1.84359
-0.0009	1.84453
-0.0009	1.84578
-0.0009	1.84516
-0.0009	1.84438
-0.0009	1.84438
-0.0009	1.84438
-0.0009	1.84484
-0.0009	1.84531
-0.0009	1.84641
-0.0009	1.84766
-0.0009	1.84859
-0.0009	1.85141
-0.0009	1.84938
-0.0008	1.85062
-0.0008	1.85016
-0.0008	1.85188
-0.0008	1.85219
-0.0008	1.85172
-0.0008	1.8525
-0.0008	1.85219
-0.0008	1.85391
-0.0008	1.85594
-0.0008	1.85656
-0.0008	1.85453
-0.0008	1.85422
-0.0008	1.85469
-0.0008	1.85547
-0.0008	1.8575
-0.0008	1.85859
-0.0008	1.85875
-0.0008	1.85781
-0.0008	1.85906
-0.0008	1.86203
-0.0008	1.86281
-0.0008	1.86344
-0.0008	1.86437
-0.0008	1.86484
-0.0008	1.86641
-0.0007	1.86563
-0.0007	1.86594
-0.0007	1.86563
-0.0007	1.86406
-0.0007	1.86547
-0.0007	1.86563
-0.0007	1.86594
-0.0007	1.86672
-0.0007	1.86563
-0.0007	1.86547
-0.0007	1.86641
-0.0007	1.86797
-0.0007	1.86688
-0.0007	1.86797
-0.0007	1.87
-0.0007	1.87047
-0.0007	1.87203
-0.0007	1.87219
-0.0007	1.87078
-0.0007	1.87219
-0.0007	1.87297
-0.0007	1.87484
-0.0007	1.87328
-0.0007	1.87172
-0.0007	1.87375
-0.0006	1.87531
-0.0006	1.87563
-0.0006	1.87688
-0.0006	1.875
-0.0006	1.87609
-0.0006	1.87703
-0.0006	1.87766
-0.0006	1.87859
-0.0006	1.87984
-0.0006	1.88172
-0.0006	1.88031
-0.0006	1.87938
-0.0006	1.88141
-0.0006	1.88094
-0.0006	1.88187
-0.0006	1.88391
-0.0006	1.88469
-0.0006	1.88375
-0.0006	1.88469
-0.0006	1.88578
-0.0006	1.88547
-0.0006	1.88578
-0.0006	1.88719
-0.0006	1.88719
-0.0006	1.88922
-0.0005	1.88828
-0.0005	1.89078
-0.0005	1.89031
-0.0005	1.88922
-0.0005	1.89031
-0.0005	1.89
-0.0005	1.89031
-0.0005	1.89047
-0.0005	1.89
-0.0005	1.89125
-0.0005	1.89281
-0.0005	1.89531
-0.0005	1.89453
-0.0005	1.89391
-0.0005	1.89438
-0.0005	1.89531
-0.0005	1.89594
-0.0005	1.89766
-0.0005	1.89766
-0.0005	1.89844
-0.0005	1.89969
-0.0005	1.90063
-0.0005	1.89844
-0.0005	1.89719
-0.0005	1.89844
-0.0004	1.90016
-0.0004	1.89922
-0.0004	1.89797
-0.0004	1.90063
-0.0004	1.90422
-0.0004	1.90406
-0.0004	1.90266
-0.0004	1.90375
-0.0004	1.90453
-0.0004	1.905
-0.0004	1.90375
-0.0004	1.90406
-0.0004	1.90469
-0.0004	1.90344
-0.0004	1.90656
-0.0004	1.90734
-0.0004	1.90828
-0.0004	1.9075
-0.0004	1.90781
-0.0004	1.90828
-0.0004	1.91016
-0.0004	1.91156
-0.0004	1.91156
-0.0004	1.91141
-0.0004	1.91109
-0.0003	1.91156
-0.0003	1.91391
-0.0003	1.91281
-0.0003	1.91281
-0.0003	1.91312
-0.0003	1.91312
-0.0003	1.91438
-0.0003	1.91625
-0.0003	1.91875
-0.0003	1.91766
-0.0003	1.91828
-0.0003	1.91922
-0.0003	1.92078
-0.0003	1.92094
-0.0003	1.92
-0.0003	1.91891
-0.0003	1.91875
-0.0003	1.91922
-0.0003	1.92047
-0.0003	1.92047
-0.0003	1.91969
-0.0003	1.92047
-0.0003	1.92078
-0.0003	1.91969
-0.0003	1.91969
-0.0002	1.92047
-0.0002	1.92297
-0.0002	1.92234
-0.0002	1.92297
-0.0002	1.92406
-0.0002	1.925
-0.0002	1.92781
-0.0002	1.92859
-0.0002	1.92859
-0.0002	1.92766
-0.0002	1.92609
-0.0002	1.92609
-0.0002	1.92656
-0.0002	1.92984
-0.0002	1.92938
-0.0002	1.92906
-0.0002	1.93047
-0.0002	1.93016
-0.0002	1.92906
-0.0002	1.92813
-0.0002	1.93047
-0.0002	1.9325
-0.0002	1.93266
-0.0002	1.93453
-0.0002	1.93375
-1E-04	1.93313
-1E-04	1.93594
-1E-04	1.93828
-1E-04	1.93594
-1E-04	1.93656
-1E-04	1.93859
-1E-04	1.93828
-1E-04	1.9375
-1E-04	1.93828
-1E-04	1.93781
-1E-04	1.93953
-1E-04	1.93797
-1E-04	1.94
-1E-04	1.94328
-1E-04	1.94359
-1E-04	1.94406
-1E-04	1.94313
-1E-04	1.94328
-1E-04	1.94484
-1E-04	1.94484
-1E-04	1.94469
-1E-04	1.94391
-1E-04	1.94484
-1E-04	1.94609
-1E-04	1.94437
0	1.94531
0	1.94641
0	1.94531
0	1.94672
0	1.94719
0	1.94516
0	1.94797
0	1.94891
0	1.95203
0	1.95016
0	1.95125
0	1.95219
0	1.95344
0	1.955
0	1.95547
0	1.95297
0	1.95172
0	1.95297
0	1.95219
0	1.9525
0	0.868125
0	0.0646875
0	0.0590625
0	0.0553125
0	0.0521875
1E-04	0.0507812
1E-04	0.0504688
1E-04	0.0528125
1E-04	0.0525
1E-04	0.05
1E-04	0.05
1E-04	0.0521875
1E-04	0.0504688
1E-04	0.0528125
1E-04	0.0532813
1E-04	0.0521875
1E-04	0.0520313
1E-04	0.0545313
1E-04	0.0532813
1E-04	0.0529688
1E-04	0.0528125
1E-04	0.05125
1E-04	0.05375
1E-04	0.0532813
1E-04	0.0542187
1E-04	0.05625
1E-04	0.0578125
1E-04	0.0582813
1E-04	0.0576563
1E-04	0.0589063
0.0002	0.0576563
0.0002	0.0589063
0.0002	0.059375
0.0002	0.0590625
0.0002	0.0589063
0.0002	0.0578125
0.0002	0.0589063
0.0002	0.0610938
0.0002	0.0621875
0.0002	0.0617188
0.0002	0.0614063
0.0002	0.0603125
0.0002	0.060625
0.0002	0.0623438
0.0002	0.0639063
0.0002	0.0659375
0.0002	0.0664062
0.0002	0.0659375
0.0002	0.0654688
0.0002	0.064375
0.0002	0.0651563
0.0002	0.0678125
0.0002	0.0692188
0.0002	0.06875
0.0002	0.06625
0.0003	0.065
0.0003	0.0657813
0.0003	0.0651563
0.0003	0.0670313
0.0003	0.0678125
0.0003	0.0670313
0.0003	0.0684375
0.0003	0.0684375
0.0003	0.0690625
0.0003	0.071875
0.0003	0.0720313
0.0003	0.071875
0.0003	0.0740625
0.0003	0.071875
0.0003	0.07
0.0003	0.0710938
0.0003	0.0728125
0.0003	0.0710938
0.0003	0.07125
0.0003	0.0735938
0.0003	0.0765625
0.0003	0.0779688
0.0003	0.079375
0.0003	0.0804688
0.0003	0.0789063
0.0004	0.0792188
0.0004	0.0796875
0.0004	0.078125
0.0004	0.079375
0.0004	0.0789063
0.0004	0.080625
0.0004	0.0809375
0.0004	0.08125
0.0004	0.0821875
0.0004	0.0804688
0.0004	0.0796875
0.0004	0.08125
0.0004	0.0826563
0.0004	0.0857813
0.0004	0.0873438
0.0004	0.0875
0.0004	0.0870313
0.0004	0.0867188
0.0004	0.0901563
0.0004	0.089375
0.0004	0.0903125
0.0004	0.090625
0.0004	0.0898438
0.0004	0.0914063
0.0004	0.0915625
0.0005	0.091875
0.0005	0.0914063
0.0005	0.0910938
0.0005	0.0921875
0.0005	0.0914063
0.0005	0.0910938
0.0005	0.0923438
0.0005	0.0942188
0.0005	0.095625
0.0005	0.0959375
0.0005	0.0959375
0.0005	0.0964063
0.0005	0.0959375
0.0005	0.0951563
0.0005	0.095625
0.0005	0.0967188
0.0005	0.0948438
0.0005	0.094375
0.0005	0.096875
0.0005	0.0982813
0.0005	0.1
0.0005	0.101719
0.0005	0.102031
0.0005	0.102344
0.0005	0.10375
0.0006	0.10375
0.0006	0.102813
0.0006	0.103594
0.0006	0.102969
0.0006	0.103594
0.0006	0.106563
0.0006	0.105781
0.0006	0.105781
0.0006	0.107031
0.0006	0.106563
0.0006	0.105781
0.0006	0.106563
0.0006	0.105625
0.0006	0.106406
0.0006	0.108438
0.0006	0.107656
0.0006	0.106875
0.0006	0.106406
0.0006	0.105625
0.0006	0.108594
0.0006	0.110938
0.0006	0.110469
0.0006	0.111094
0.0006	0.113125
0.0006	0.113438
0.0007	0.115469
0.0007	0.1175
0.0007	0.117969
0.0007	0.120313
0.0007	0.117969
0.0007	0.117031
0.0007	0.117188
0.0007	0.118281
0.0007	0.116719
0.0007	0.117969
0.0007	0.120625
0.0007	0.119531
0.0007	0.120781
0.0007	0.119531
0.0007	0.120781
0.0007	0.12
0.0007	0.120625
0.0007	0.123125
0.0007	0.122813
0.0007	0.124688
0.0007	0.125313
0.0007	0.126719
0.0007	0.127656
0.0007	0.125938
0.0007	0.126094
0.0008	0.127188
0.0008	0.125938
0.0008	0.126875
0.0008	0.126406
0.0008	0.126875
0.0008	0.125938
0.0008	0.125313
0.0008	0.127344
0.0008	0.130156
0.0008	0.131406
0.0008	0.130938
0.0008	0.132031
0.0008	0.13375
0.0008	0.133438
0.0008	0.133438
0.0008	0.13375
0.0008	0.134219
0.0008	0.134063
0.0008	0.135
0.0008	0.134844
0.0008	0.135313
0.0008	0.137813
0.0008	0.139531
0.0008	0.138594
0.0008	0.139375
0.0009	0.139375
0.0009	0.139844
0.0009	0.140625
0.0009	0.138906
0.0009	0.138125
0.0009	0.136563
0.0009	0.138125
0.0009	0.138281
0.0009	0.141875
0.0009	0.141094
0.0009	0.141875
0.0009	0.141875
0.0009	0.143125
0.0009	0.145
0.0009	0.145156
0.0009	0.143906
0.0009	0.147031
0.0009	0.147969
0.0009	0.1475
0.0009	0.145625
0.0009	0.146719
0.0009	0.145156
0.0009	0.145938
0.0009	0.1475
0.0009	0.14875
0.001	0.149063
0.001	0.149219
0.001	0.151094
0.001	0.150469
0.001	0.149531
0.001	0.149531
0.001	0.148281
0.001	0.149063
0.001	0.151719
0.001	0.152344
0.001	0.152813
0.001	0.155781
0.001	0.154375
0.001	0.154375
0.001	0.155156
0.001	0.155625
0.001	0.155156
0.001	0.155625
0.001	0.157656
0.001	0.157813
0.001	0.159375
0.001	0.160156
0.001	0.163281
0.001	0.161875
0.001	0.160156
0.0011	0.158125
0.0011	0.160469
0.0011	0.162656
0.0011	0.161875
0.0011	0.162969
0.0011	0.163438
0.0011	0.164219
0.0011	0.164531
0.0011	0.164688
0.0011	0.163438
0.0011	0.164688
0.0011	0.166719
0.0011	0.167813
0.0011	0.165781
0.0011	0.166563
0.0011	0.16875
0.0011	0.168281
0.0011	0.169063
0.0011	0.167813
0.0011	0.168281
0.0011	0.169844
0.0011	0.170313
0.0011	0.170625
0.0011	0.170625
0.0011	0.171875
0.0012	0.171875
0.0012	0.173125
0.0012	0.174688
0.0012	0.176094
0.0012	0.176719
0.0012	0.1775
0.0012	0.176406
0.0012	0.176719
0.0012	0.178906
0.0012	0.17875
0.0012	0.178438
0.0012	0.178438
0.0012	0.179219
0.0012	0.177969
0.0012	0.1775
0.0012	0.176875
0.0012	0.179219
0.0012	0.180469
0.0012	0.182031
0.0012	0.1825
0.0012	0.182813
0.0012	0.180781
0.0012	0.180156
0.0012	0.178906
0.0012	0.179688
0.0013	0.179688
0.0013	0.180938
0.0013	0.181719
0.0013	0.185
0.0013	0.186875
0.0013	0.185313
0.0013	0.187813
0.0013	0.187031
0.0013	0.189688
0.0013	0.190938
0.0013	0.191719
0.0013	0.192188
0.0013	0.190938
0.0013	0.190938
0.0013	0.191094
0.0013	0.191406
0.0013	0.191406
0.0013	0.190625
0.0013	0.191406
0.0013	0.191875
0.0013	0.192188
0.0013	0.193438
0.0013	0.193906
0.0013	0.192969
0.0013	0.192969
0.0014	0.193438
0.0014	0.195781
0.0014	0.195156
0.0014	0.197031
0.0014	0.198438
0.0014	0.198281
0.0014	0.19875
0.0014	0.199844
0.0014	0.2
0.0014	0.2
0.0014	0.201094
0.0014	0.2025
0.0014	0.203125
0.0014	0.2025
0.0014	0.2025
0.0014	0.203125
0.0014	0.203125
0.0014	0.203281
0.0014	0.204375
0.0014	0.203125
0.0014	0.2025
0.0014	0.203125
0.0014	0.204844
0.0014	0.206406
0.0014	0.208438
0.0015	0.209688
0.0015	0.210625
0.0015	0.207969
0.0015	0.208125
0.0015	0.206563
0.0015	0.208438
0.0015	0.21
0.0015	0.209688
0.0015	0.210469
0.0015	0.209375
0.0015	0.210625
0.0015	0.210469
0.0015	0.212031
0.0015	0.213281
0.0015	0.214219
0.0015	0.214063
0.0015	0.214531
0.0015	0.217031
0.0015	0.21625
0.0015	0.216094
0.0015	0.217813
0.0015	0.2175
0.0015	0.217813
0.0015	0.215781
0.0015	0.21625
0.0016	0.2175
0.0016	0.219063
0.0016	0.219063
0.0016	0.2175
0.0016	0.217344
0.0016	0.217031
0.0016	0.219063
0.0016	0.219375
0.0016	0.219844
0.0016	0.221563
0.0016	0.224219
0.0016	0.224219
0.0016	0.224844
0.0016	0.226875
0.0016	0.225469
0.0016	0.223438
0.0016	0.222656
0.0016	0.225469
0.0016	0.227188
0.0016	0.2275
0.0016	0.227656
0.0016	0.228906
0.0016	0.229531
0.0016	0.227656
0.0016	0.227656
0.0017	0.23
0.0017	0.230313
0.0017	0.231563
0.0017	0.23125
0.0017	0.229219
0.0017	0.232031
0.0017	0.23125
0.0017	0.23125
0.0017	0.2325
0.0017	0.234063
0.0017	0.235313
0.0017	0.234531
0.0017	0.234063
0.0017	0.235625
0.0017	0.237031
0.0017	0.236406
0.0017	0.236094
0.0017	0.238125
0.0017	0.237813
0.0017	0.239688
0.0017	0.241406
0.0017	0.239375
0.0017	0.240469
0.0017	0.239375
0.0017	0.241406
0.0018	0.241719
0.0018	0.242969
0.0018	0.242969
0.0018	0.244219
0.0018	0.243906
0.0018	0.244219
0.0018	0.244688
0.0018	0.244531
0.0018	0.245156
0.0018	0.244531
0.0018	0.245469
0.0018	0.247188
0.0018	0.2475
0.0018	0.248281
0.0018	0.245938
0.0018	0.247188
0.0018	0.2475
0.0018	0.249531
0.0018	0.249063
0.0018	0.249063
0.0018	0.247969
0.0018	0.248594
0.0018	0.25
0.0018	0.250781
0.0018	0.250781
0.0019	0.25
0.0019	0.249531
0.0019	0.251563
0.0019	0.253125
0.0019	0.253125
0.0019	0.253594
0.0019	0.253594
0.0019	0.255156
0.0019	0.256094
0.0019	0.254844
0.0019	0.255938
0.0019	0.254375
0.0019	0.254844
0.0019	0.256406
0.0019	0.256094
0.0019	0.256406
0.0019	0.256719
0.0019	0.256875
0.0019	0.257188
0.0019	0.258438
0.0019	0.26
0.0019	0.25875
0.0019	0.26125
0.0019	0.261719
0.0019	0.260781
0.002	0.260938
0.002	0.262031
0.002	0.262188
0.002	0.263281
0.002	0.262031
0.002	0.262969
0.002	0.264531
0.002	0.264844
0.002	0.266563
0.002	0.265781
0.002	0.267031
0.002	0.266563
0.002	0.266563
0.002	0.265
0.002	0.265
0.002	0.267031
0.002	0.2675
0.002	0.268906
0.002	0.268594
0.002	0.270938
0.002	0.270938
0.002	0.270313
0.002	0.271563
0.002	0.272188
0.002	0.273438
0.0021	0.272656
0.0021	0.274375
0.0021	0.27625
0.0021	0.277031
0.0021	0.276406
0.0021	0.276406
0.0021	0.276719
0.0021	0.278281
0.0021	0.278438
0.0021	0.275469
0.0021	0.277188
0.0021	0.279219
0.0021	0.280781
0.0021	0.28
0.0021	0.280313
0.0021	0.280781
0.0021	0.280781
0.0021	0.282813
0.0021	0.284375
0.0021	0.286406
0.0021	0.285781
0.0021	0.285625
0.0021	0.28375
0.0021	0.283281
0.0021	0.283594
0.0022	0.283281
0.0022	0.283594
0.0022	0.28375
0.0022	0.284375
0.0022	0.285156
0.0022	0.285156
0.0022	0.286094
0.0022	0.285313
0.0022	0.286563
0.0022	0.286875
0.0022	0.287188
0.0022	0.288594
0.0022	0.289375
0.0022	0.290625
0.0022	0.291406
0.0022	0.2925
0.0022	0.291406
0.0022	0.290938
0.0022	0.291719
0.0022	0.292969
0.0022	0.292656
0.0022	0.292969
0.0022	0.293438
0.0022	0.295781
0.0022	0.295
0.0023	0.29625
0.0023	0.296563
0.0023	0.29625
0.0023	0.296563
0.0023	0.298594
0.0023	0.297031
0.0023	0.2975
0.0023	0.29875
0.0023	0.296719
0.0023	0.299844
0.0023	0.301406
0.0023	0.301563
0.0023	0.300781
0.0023	0.301094
0.0023	0.301563
0.0023	0.300313
0.0023	0.301406
0.0023	0.301094
0.0023	0.302656
0.0023	0.302813
0.0023	0.303906
0.0023	0.305469
0.0023	0.303125
0.0023	0.304688
0.0023	0.306719
0.0024	0.3075
0.0024	0.306094
0.0024	0.308125
0.0024	0.306406
0.0024	0.308906
0.0024	0.31
0.0024	0.310781
0.0024	0.312188
0.0024	0.311719
0.0024	0.310938
0.0024	0.309531
0.0024	0.310781
0.0024	0.31125
0.0024	0.311719
0.0024	0.311719
0.0024	0.3125
0.0024	0.312031
0.0024	0.313594
0.0024	0.31375
0.0024	0.312188
0.0024	0.311719
0.0024	0.31375
0.0024	0.314844
0.0024	0.316875
0.0024	0.319063
0.0025	0.320156
0.0025	0.321094
0.0025	0.320938
0.0025	0.319688
0.0025	0.319375
0.0025	0.320312
0.0025	0.320312
0.0025	0.321875
0.0025	0.321094
0.0025	0.320312
0.0025	0.321875
0.0025	0.321094
0.0025	0.324219
0.0025	0.325781
0.0025	0.325781
0.0025	0.32375
0.0025	0.321406
0.0025	0.322188
0.0025	0.322969
0.0025	0.32375
0.0025	0.325938
0.0025	0.327969
0.0025	0.329063
0.0025	0.327188
0.0025	0.327813
0.0026	0.328281
0.0026	0.329063
0.0026	0.329219
0.0026	0.327813
0.0026	0.328438
0.0026	0.329531
0.0026	0.331563
0.0026	0.33125
0.0026	0.331094
0.0026	0.334531
0.0026	0.333594
0.0026	0.333281
0.0026	0.333281
0.0026	0.334063
0.0026	0.335156
0.0026	0.336094
0.0026	0.336406
0.0026	0.336094
0.0026	0.336875
0.0026	0.338438
0.0026	0.336875
0.0026	0.339688
0.0026	0.336875
0.0026	0.34
0.0026	0.339688
0.0027	0.339688
0.0027	0.339375
0.0027	0.336406
0.0027	0.338594
0.0027	0.340625
0.0027	0.341406
0.0027	0.342188
0.0027	0.342969
0.0027	0.342656
0.0027	0.3425
0.0027	0.342188
0.0027	0.342969
0.0027	0.343281
0.0027	0.344219
0.0027	0.345
0.0027	0.346563
0.0027	0.347344
0.0027	0.348125
0.0027	0.351406
0.0027	0.350156
0.0027	0.349844
0.0027	0.349375
0.0027	0.348281
0.0027	0.349844
0.0027	0.351562
0.0028	0.350625
0.0028	0.349844
0.0028	0.349531
0.0028	0.349375
